course,accuracy,loss,auc,model,stage
CCC2014J,0.574,1.6463624810015525,0.7081721825473997,KNN,40
CCC2014J,0.638,0.913833589895312,0.7978427993577563,FOR,40
CCC2014J,0.58,1.3471039665903555,0.7544152734795363,XGBoost,40
CCC2014J,0.596,0.950348411570507,0.7795480013137812,SVM,40
DDD2013J,0.6159793734550476,1.0573290586471558,0.8090181350708008,CNN,40
DDD2013J,0.5902061855670103,1.5478594439545617,0.7347450529471108,KNN,40
DDD2013J,0.6237113402061856,0.9331398412834849,0.7675203910012555,FOR,40
DDD2013J,0.6056701030927835,1.3458813508202627,0.7308176623628105,XGBoost,40
DDD2013J,0.6108247422680413,0.9348102636085713,0.7887725148198815,SVM,40
DDD2014B,0.3983739912509918,1.3264819383621216,0.6730533838272095,CNN,40
DDD2014B,0.5650406504065041,1.8120031319012413,0.760433511456577,KNN,40
DDD2014B,0.5975609756097561,0.9760890878411518,0.7962458754869469,FOR,40
DDD2014B,0.5813008130081301,1.3486312708597445,0.7676073857249452,XGBoost,40
DDD2014B,0.5609756097560976,0.9713966846862309,0.7962109745963911,SVM,40
EEE2014B,0.5467625856399536,1.2373218536376953,0.7476062178611755,CNN,40
EEE2014B,0.5971223021582733,1.3620398984742796,0.7990256575782891,KNN,40
EEE2014B,0.6402877697841727,0.885095430848535,0.8156988792327139,FOR,40
EEE2014B,0.5899280575539568,1.3429264393189229,0.7957313919719935,XGBoost,40
EEE2014B,0.60431654676259,0.9092452380545981,0.8083839649629123,SVM,40
EEE2014J,0.6260504126548767,1.0707436800003052,0.8045336008071899,CNN,40
EEE2014J,0.6176470588235294,1.5102993321029565,0.7584254040572856,KNN,40
EEE2014J,0.6218487394957983,0.9227418646022263,0.771530767638167,FOR,40
EEE2014J,0.6260504201680672,1.3445156741901756,0.736565791618025,XGBoost,40
EEE2014J,0.6512605042016807,0.8926402878269383,0.7856990993418012,SVM,40
FFF2013B,0.5789473652839661,1.0647391080856323,0.8026212453842163,CNN,40
FFF2013B,0.5851393188854489,1.203821262930944,0.800710623314723,KNN,40
FFF2013B,0.6099071207430341,0.8817093642886263,0.822868296066822,FOR,40
FFF2013B,0.6099071207430341,1.3435216516260602,0.8019276544414656,XGBoost,40
FFF2013B,0.628482972136223,0.8937989599208198,0.8146344313649009,SVM,40
FFF2013J,0.5733041763305664,1.4654461145401,0.8013684153556824,CNN,40
FFF2013J,0.5557986870897156,1.7667434061054137,0.770535926320716,KNN,40
FFF2013J,0.612691466083151,0.9023492616152996,0.8136718945375904,FOR,40
FFF2013J,0.5776805251641138,1.3459157688406582,0.7824768187227735,XGBoost,40
FFF2013J,0.6083150984682714,0.9357074315523274,0.8109052284618627,SVM,40
FFF2014B,0.5699999928474426,2.4866368770599365,0.7581555843353271,CNN,40
FFF2014B,0.57,1.276690243982054,0.7989929748399541,KNN,40
FFF2014B,0.6333333333333333,0.8305752599195313,0.8468987079800181,FOR,40
FFF2014B,0.5866666666666667,1.3444296018005824,0.7872567532223093,XGBoost,40
FFF2014B,0.6066666666666667,0.8605072828551751,0.839653665394772,SVM,40
FFF2014J,0.6321353316307068,1.2028005123138428,0.7840057611465454,CNN,40
FFF2014J,0.642706131078224,2.09915630211955,0.800314021633126,KNN,40
FFF2014J,0.693446088794926,0.7896572552207625,0.8388465325709347,FOR,40
FFF2014J,0.6680761099365751,1.3346956635719003,0.8003806575234446,XGBoost,40
FFF2014J,0.6892177589852009,0.8218496043440319,0.8260807426032373,SVM,40
DDD2013B,0.5632184147834778,1.3354380130767822,0.7421231269836426,CNN,40
DDD2013B,0.5363984674329502,1.4628287006851128,0.7457487834643007,KNN,40
DDD2013B,0.6053639846743295,0.9119365212663467,0.7847324689997105,FOR,40
DDD2013B,0.6015325670498084,1.3486552560958045,0.6696541538495562,XGBoost,40
DDD2013B,0.5862068965517241,0.9755835101796839,0.7469481348791694,SVM,40
GGG2013J,0.5287958383560181,1.309041142463684,0.7601674199104309,CNN,40
GGG2013J,0.5706806282722513,1.9048166878087494,0.6955751824849888,KNN,40
GGG2013J,0.5026178010471204,1.1613001378337342,0.6644242154288252,FOR,40
GGG2013J,0.5340314136125655,1.3552684089673153,0.6554838964971206,XGBoost,40
GGG2013J,0.4973821989528796,1.137252163493609,0.6557446868026119,SVM,40
GGG2014J,0.4399999976158142,1.3369524478912354,0.6733258962631226,CNN,40
GGG2014J,0.4533333333333333,2.542171710785185,0.6649025462962963,KNN,40
GGG2014J,0.4533333333333333,1.5133359758153524,0.6357440104166666,FOR,40
GGG2014J,0.47333333333333333,1.3680292204342863,0.6587778356481482,XGBoost,40
GGG2014J,0.4666666666666667,1.1988346983991682,0.6799859953703704,SVM,40
EEE2013J,0.6113743782043457,1.1929924488067627,0.788624107837677,CNN,40
EEE2013J,0.6113744075829384,1.5511139827028695,0.7718923399256609,KNN,40
EEE2013J,0.6161137440758294,1.0022109738441523,0.7524737972508592,FOR,40
EEE2013J,0.6161137440758294,1.3433832059039261,0.7763465705869977,XGBoost,40
EEE2013J,0.6161137440758294,1.0051913249284876,0.7390270881548496,SVM,40
AAA2013J,0.6883116960525513,1.2638869285583496,0.822117269039154,CNN,40
AAA2013J,0.5844155844155844,2.2385403591519784,0.6736778846153847,KNN,40
AAA2013J,0.7532467532467533,1.1621807064417684,0.7677394943019943,FOR,40
AAA2013J,0.6493506493506493,1.3364074642165973,0.5922216286799621,XGBoost,40
AAA2013J,0.6753246753246753,0.8915551985493756,0.7180229107312441,SVM,40
BBB2013B,0.5677965879440308,1.0635240077972412,0.7952150106430054,CNN,40
BBB2013B,0.519774011299435,2.319851208901163,0.6882112887292074,KNN,40
BBB2013B,0.5677966101694916,1.0363895551100775,0.7460200439682009,FOR,40
BBB2013B,0.536723163841808,1.351258716581057,0.747257201513117,XGBoost,40
BBB2013B,0.556497175141243,1.0428070547430472,0.7501588499690405,SVM,40
BBB2014B,0.594427227973938,1.0300445556640625,0.8137893676757812,CNN,40
BBB2014B,0.5541795665634675,1.4003393348867395,0.7521732555088425,KNN,40
BBB2014B,0.5944272445820433,0.9303717867497905,0.7774929657460984,FOR,40
BBB2014B,0.6006191950464397,1.3454816241972898,0.7707177386740991,XGBoost,40
BBB2014B,0.5758513931888545,0.9959268713779068,0.761501461486659,SVM,40
BBB2014J,0.6100217700004578,1.2930117845535278,0.8116702437400818,CNN,40
BBB2014J,0.599128540305011,1.4978120182568566,0.767963081671415,KNN,40
BBB2014J,0.6252723311546841,0.9715523522887747,0.762918721236029,FOR,40
BBB2014J,0.6100217864923747,1.3452642566170168,0.7562701804368471,XGBoost,40
BBB2014J,0.6252723311546841,0.9760231676474395,0.7610372014025861,SVM,40
GGG2014B,0.4491018056869507,1.522236704826355,0.7015012502670288,CNN,40
GGG2014B,0.5209580838323353,1.8861536687205946,0.7018336565395389,KNN,40
GGG2014B,0.47305389221556887,1.0879209027263261,0.7212093747755514,FOR,40
GGG2014B,0.5808383233532934,1.3579461285497902,0.7206383322559793,XGBoost,40
GGG2014B,0.47904191616766467,1.1425300725628824,0.7049643575378871,SVM,40
DDD2014J,0.6537396311759949,1.0562156438827515,0.8299864530563354,CNN,50
DDD2014J,0.628808864265928,1.3467045404448612,0.7711333812071625,KNN,50
DDD2014J,0.631578947368421,0.9231108369230232,0.7616953340273747,FOR,50
DDD2014J,0.6509695290858726,1.339464547451297,0.74047737533082,XGBoost,50
DDD2014J,0.6204986149584487,0.9321484316815734,0.7753507010381506,SVM,50
AAA2014J,0.6712328791618347,1.0394994020462036,0.8203539848327637,CNN,50
AAA2014J,0.684931506849315,2.638086139730103,0.6891010157314504,KNN,50
AAA2014J,0.6438356164383562,1.7901225257656113,0.6884832156571287,FOR,50
AAA2014J,0.6164383561643836,1.3366685453733413,0.6295553078161774,XGBoost,50
AAA2014J,0.6164383561643836,1.0148362960857042,0.6014647590734548,SVM,50
BBB2013J,0.6361607313156128,1.087530493736267,0.8472692966461182,CNN,50
BBB2013J,0.578125,1.7950608550596527,0.7429501160266665,KNN,50
BBB2013J,0.6071428571428571,0.9095943711126607,0.7737399117534777,FOR,50
BBB2013J,0.6183035714285714,1.3423018217511866,0.7680951956993624,XGBoost,50
BBB2013J,0.6049107142857143,0.9379443219843505,0.7755077418812885,SVM,50
CCC2014B,0.6211340427398682,0.9572604298591614,0.8442426919937134,CNN,50
CCC2014B,0.5927835051546392,2.1053971452062297,0.7661285940878139,KNN,50
CCC2014B,0.6237113402061856,0.8751305243745824,0.7975911403083388,FOR,50
CCC2014B,0.6288659793814433,1.3413239331553162,0.7671324483239378,XGBoost,50
CCC2014B,0.6365979381443299,0.8797316309140394,0.8059377765654361,SVM,50
CCC2014J,0.5879999995231628,1.0618387460708618,0.8138973116874695,CNN,50
CCC2014J,0.594,1.722429872397815,0.7248779190672331,KNN,50
CCC2014J,0.63,0.8805696468159382,0.8021813180942002,FOR,50
CCC2014J,0.586,1.3453912050107055,0.7480129365409414,XGBoost,50
CCC2014J,0.602,0.9113607306352697,0.8029777054999295,SVM,50
DDD2013J,0.6185566782951355,1.0713648796081543,0.8154327273368835,CNN,50
DDD2013J,0.5850515463917526,1.3691246125650935,0.7588560601446696,KNN,50
DDD2013J,0.6314432989690721,0.8677485006635075,0.7990719517737008,FOR,50
DDD2013J,0.6134020618556701,1.341265803797934,0.7828801771983084,XGBoost,50
DDD2013J,0.6365979381443299,0.879613681851515,0.8046601714515051,SVM,50
DDD2014B,0.6056910753250122,1.1179383993148804,0.8045227527618408,CNN,50
DDD2014B,0.556910569105691,2.8892461617122156,0.7472449115864294,KNN,50
DDD2014B,0.6219512195121951,0.8926148458703522,0.8287272107026572,FOR,50
DDD2014B,0.6219512195121951,1.3439559806132755,0.8070944501376048,XGBoost,50
DDD2014B,0.5975609756097561,0.9157633828365644,0.8181576539091421,SVM,50
EEE2014B,0.5755395889282227,1.266392469406128,0.7863895893096924,CNN,50
EEE2014B,0.6906474820143885,1.0269200280782418,0.8268745908783504,KNN,50
EEE2014B,0.6834532374100719,0.7626078849464316,0.8533212992799459,FOR,50
EEE2014B,0.6834532374100719,1.332801911546005,0.8426737840271675,XGBoost,50
EEE2014B,0.6690647482014388,0.7910176753753249,0.8467848915217336,SVM,50
EEE2014J,0.6470588445663452,1.033048152923584,0.8237884044647217,CNN,50
EEE2014J,0.6092436974789915,1.4742654844739775,0.78257417729297,KNN,50
EEE2014J,0.6218487394957983,0.8585501973061979,0.8193983302651754,FOR,50
EEE2014J,0.6218487394957983,1.3421805914570668,0.7641664504820916,XGBoost,50
EEE2014J,0.6428571428571429,0.8683879231709429,0.8063470128280601,SVM,50
FFF2013B,0.5975232124328613,1.0501526594161987,0.8351752161979675,CNN,50
FFF2013B,0.6346749226006192,1.2607642147272935,0.8147788002841988,KNN,50
FFF2013B,0.5851393188854489,0.8897758701354417,0.8147284132951427,FOR,50
FFF2013B,0.6253869969040248,1.3401149777778278,0.8020564986799169,XGBoost,50
FFF2013B,0.6130030959752322,0.8841926820822514,0.8178127913909822,SVM,50
FFF2013J,0.6126914620399475,1.0456606149673462,0.8226653933525085,CNN,50
FFF2013J,0.5886214442013129,1.6948725387836676,0.7984409482386828,KNN,50
FFF2013J,0.6214442013129103,0.8213712196994944,0.8301581659186837,FOR,50
FFF2013J,0.612691466083151,1.3397259307688927,0.8085883173261813,XGBoost,50
FFF2013J,0.6411378555798687,0.8618040675939277,0.8283413672572246,SVM,50
FFF2014B,0.6066666841506958,1.0465854406356812,0.8195092678070068,CNN,50
FFF2014B,0.5766666666666667,1.247477922948444,0.793234474290375,KNN,50
FFF2014B,0.63,0.8193215736738039,0.8453425671981574,FOR,50
FFF2014B,0.5733333333333334,1.3411252106421874,0.7886126582025792,XGBoost,50
FFF2014B,0.62,0.8520946324007469,0.8355593932386703,SVM,50
FFF2014J,0.7019027471542358,0.8330559730529785,0.885170578956604,CNN,50
FFF2014J,0.6744186046511628,1.792455970643028,0.804013876197669,KNN,50
FFF2014J,0.693446088794926,0.7503397291147921,0.8483086592490036,FOR,50
FFF2014J,0.6871035940803383,1.3313202084893518,0.8010689955407378,XGBoost,50
FFF2014J,0.6997885835095138,0.7855274744453363,0.8288039243845154,SVM,50
DDD2013B,0.6015325784683228,1.830950379371643,0.7642870545387268,CNN,50
DDD2013B,0.6015325670498084,1.5397295232414177,0.7567838783715222,KNN,50
DDD2013B,0.6398467432950191,0.8828265071998556,0.7835749153996282,FOR,50
DDD2013B,0.6168582375478927,1.3418572116668048,0.7441393483060149,XGBoost,50
DDD2013B,0.6053639846743295,0.9545654143187631,0.753757191616387,SVM,50
GGG2013J,0.5654450058937073,1.1834238767623901,0.7827498912811279,CNN,50
GGG2013J,0.5916230366492147,1.513461013765714,0.7395391576046725,KNN,50
GGG2013J,0.5863874345549738,1.0066298005508048,0.7313390166516913,FOR,50
GGG2013J,0.6073298429319371,1.3487881712014602,0.7299695051022113,XGBoost,50
GGG2013J,0.5654450261780105,1.0261246492105913,0.7124857239054484,SVM,50
GGG2014J,0.46666666865348816,1.316909909248352,0.6921777725219727,CNN,50
GGG2014J,0.46,2.217316471479227,0.7195731770833333,KNN,50
GGG2014J,0.5333333333333333,1.095299748494029,0.7625816550925926,FOR,50
GGG2014J,0.5066666666666667,1.359945616677951,0.7477642361111111,XGBoost,50
GGG2014J,0.5266666666666666,1.0724963536771726,0.7536348958333333,SVM,50
EEE2013J,0.6445497870445251,1.1768794059753418,0.8107185363769531,CNN,50
EEE2013J,0.6492890995260664,1.781876855810615,0.8062767725646959,KNN,50
EEE2013J,0.6255924170616114,0.9273879877631271,0.7977184935830003,FOR,50
EEE2013J,0.6161137440758294,1.3399451087948617,0.7901507468966967,XGBoost,50
EEE2013J,0.6255924170616114,0.9341274787827657,0.7890686408584052,SVM,50
AAA2013J,0.7142857313156128,1.1850320100784302,0.8275706768035889,CNN,50
AAA2013J,0.6363636363636364,3.571074839896208,0.690230294396961,KNN,50
AAA2013J,0.7662337662337663,1.155955267137575,0.7546370489078823,FOR,50
AAA2013J,0.6623376623376623,1.3346241994297234,0.5819681861348528,XGBoost,50
AAA2013J,0.6753246753246753,0.8226534206710807,0.7230531813865148,SVM,50
BBB2013B,0.5677965879440308,1.1144740581512451,0.8110469579696655,CNN,50
BBB2013B,0.5282485875706214,2.557533896005503,0.7036989370597974,KNN,50
BBB2013B,0.5734463276836158,0.9704634116500286,0.7778653802981442,FOR,50
BBB2013B,0.5932203389830508,1.3489848991705833,0.7597971315364355,XGBoost,50
BBB2013B,0.5649717514124294,0.9776945761360497,0.7718061945368125,SVM,50
BBB2014B,0.6253870129585266,1.1986205577850342,0.8311895132064819,CNN,50
BBB2014B,0.5758513931888545,1.229387964798691,0.7946471306222622,KNN,50
BBB2014B,0.6191950464396285,0.8676442843517206,0.8036361138377094,FOR,50
BBB2014B,0.6377708978328174,1.339681500481367,0.8256426406660848,XGBoost,50
BBB2014B,0.5851393188854489,0.9321806519491496,0.7884096778522197,SVM,50
BBB2014J,0.6209150552749634,1.2089629173278809,0.79034024477005,CNN,50
BBB2014J,0.6187363834422658,1.773438217743379,0.7696916137044343,KNN,50
BBB2014J,0.6405228758169934,0.9030564447468754,0.780508145226094,FOR,50
BBB2014J,0.6361655773420479,1.339377856123074,0.7771717985243626,XGBoost,50
BBB2014J,0.6318082788671024,0.9340345598457205,0.7758602892833663,SVM,50
GGG2014B,0.485029935836792,1.2688707113265991,0.7087920308113098,CNN,50
GGG2014B,0.5209580838323353,1.4687932687715655,0.7110557620484089,KNN,50
GGG2014B,0.49101796407185627,1.0678302173460685,0.7397302125978596,FOR,50
GGG2014B,0.5209580838323353,1.3589107253987063,0.6967990016519429,XGBoost,50
GGG2014B,0.49700598802395207,1.0709432527138785,0.7581280973928033,SVM,50
DDD2014J,0.673130214214325,0.9958140254020691,0.8432729244232178,CNN,60
DDD2014J,0.667590027700831,1.2950767105759244,0.7911350623087631,KNN,60
DDD2014J,0.6592797783933518,0.8564521710112077,0.7875807533354372,FOR,60
DDD2014J,0.6814404432132964,1.3344782050159918,0.751270129782922,XGBoost,60
DDD2014J,0.6454293628808865,0.8745138528518436,0.7892063357338337,SVM,60
AAA2014J,0.6301369667053223,1.2892639636993408,0.7534246444702148,CNN,60
AAA2014J,0.6712328767123288,2.196236810663859,0.6864254304471696,KNN,60
AAA2014J,0.684931506849315,1.3566589440923076,0.7052969775795862,FOR,60
AAA2014J,0.6986301369863014,1.3359933925835543,0.6915211197819894,XGBoost,60
AAA2014J,0.6164383561643836,0.9769178135127121,0.6352285395763656,SVM,60
BBB2013J,0.640625,0.9123448133468628,0.8559454679489136,CNN,60
BBB2013J,0.5758928571428571,1.5958933831310205,0.7630392050438077,KNN,60
BBB2013J,0.6495535714285714,0.8696660599422901,0.7786569331651697,FOR,60
BBB2013J,0.6227678571428571,1.3390930166795718,0.7860025895006516,XGBoost,60
BBB2013J,0.6495535714285714,0.8832803025715058,0.787107152913839,SVM,60
CCC2014B,0.6546391844749451,1.731473684310913,0.8445979952812195,CNN,60
CCC2014B,0.6237113402061856,2.222269659225689,0.7827633862722516,KNN,60
CCC2014B,0.6649484536082474,0.7929393406109994,0.8332933639449597,FOR,60
CCC2014B,0.6726804123711341,1.3339894669895833,0.8004296033622275,XGBoost,60
CCC2014B,0.6572164948453608,0.8106464616730187,0.8248260845406236,SVM,60
CCC2014J,0.6499999761581421,1.2137136459350586,0.8451040387153625,CNN,60
CCC2014J,0.594,1.8943008085597604,0.7401490875455043,KNN,60
CCC2014J,0.67,0.8778996801069172,0.8175950920919011,FOR,60
CCC2014J,0.64,1.3372442922094379,0.7742679080019558,XGBoost,60
CCC2014J,0.646,0.868591437384259,0.800958125895126,SVM,60
DDD2013J,0.6391752362251282,1.6127581596374512,0.8212881088256836,CNN,60
DDD2013J,0.5773195876288659,1.4396876231871638,0.7731961596362024,KNN,60
DDD2013J,0.6572164948453608,0.8381965992117711,0.8052757079655691,FOR,60
DDD2013J,0.6391752577319587,1.3368836759024227,0.783490667691097,XGBoost,60
DDD2013J,0.6675257731958762,0.8464665136806467,0.8196983201531648,SVM,60
DDD2014B,0.5731707215309143,1.5431668758392334,0.7834594249725342,CNN,60
DDD2014B,0.5528455284552846,2.8946979346421,0.7448255076603291,KNN,60
DDD2014B,0.6341463414634146,0.8575094112354426,0.8416252852636781,FOR,60
DDD2014B,0.5853658536585366,1.3425631393323423,0.7959383539740683,XGBoost,60
DDD2014B,0.5975609756097561,0.8875880862071271,0.8273380265567768,SVM,60
EEE2014B,0.6258992552757263,1.2043285369873047,0.818901777267456,CNN,60
EEE2014B,0.697841726618705,0.9547213642006321,0.8569747782153798,KNN,60
EEE2014B,0.6906474820143885,0.680444540649498,0.8866933748512696,FOR,60
EEE2014B,0.6690647482014388,1.332949835064036,0.8324776587934481,XGBoost,60
EEE2014B,0.6618705035971223,0.7269050818816086,0.867895116579327,SVM,60
EEE2014J,0.6554622054100037,1.6153173446655273,0.823202908039093,CNN,60
EEE2014J,0.6218487394957983,1.25273126327463,0.8037086723689506,KNN,60
EEE2014J,0.6596638655462185,0.7601443102862289,0.8420838769128177,FOR,60
EEE2014J,0.6260504201680672,1.3369699709262515,0.8008692386810745,XGBoost,60
EEE2014J,0.6890756302521008,0.7691525315663537,0.8427575153241605,SVM,60
FFF2013B,0.62848299741745,1.127403736114502,0.8291510343551636,CNN,60
FFF2013B,0.6191950464396285,1.3175301110354187,0.8346916329914507,KNN,60
FFF2013B,0.6346749226006192,0.806818295570096,0.8413952591627151,FOR,60
FFF2013B,0.6346749226006192,1.3354735886384719,0.8138314005712113,XGBoost,60
FFF2013B,0.631578947368421,0.8023049437470631,0.8469122592340317,SVM,60
FFF2013J,0.6652078628540039,0.9166240692138672,0.8610119819641113,CNN,60
FFF2013J,0.6301969365426696,1.9715520481048472,0.8194616275117893,KNN,60
FFF2013J,0.6761487964989059,0.7389203462962832,0.855751641431253,FOR,60
FFF2013J,0.6105032822757112,1.3363995020987376,0.8226025609520756,XGBoost,60
FFF2013J,0.6608315098468271,0.771731324329325,0.8556089919358528,SVM,60
FFF2014B,0.6299999952316284,1.4829798936843872,0.8178592324256897,CNN,60
FFF2014B,0.6033333333333334,1.4097483980715004,0.8097029981593787,KNN,60
FFF2014B,0.6466666666666666,0.748754403886161,0.8586311127936622,FOR,60
FFF2014B,0.5966666666666667,1.3351764696350024,0.849833023100245,XGBoost,60
FFF2014B,0.6266666666666667,0.7845083036487793,0.8499365173066472,SVM,60
FFF2014J,0.6955602765083313,0.826192319393158,0.880545973777771,CNN,60
FFF2014J,0.6575052854122622,1.6877698309746691,0.8221442639865849,KNN,60
FFF2014J,0.7040169133192389,0.715859450967923,0.8577025734139294,FOR,60
FFF2014J,0.7357293868921776,1.3253624540467295,0.83687943538858,XGBoost,60
FFF2014J,0.7124735729386892,0.7549141465721613,0.8396923568365563,SVM,60
DDD2013B,0.6168582439422607,1.3923585414886475,0.8352319002151489,CNN,60
DDD2013B,0.6206896551724138,1.476931185381766,0.784132713550817,KNN,60
DDD2013B,0.6513409961685823,0.8283219905684577,0.8245039469895792,FOR,60
DDD2013B,0.6130268199233716,1.3392809815956304,0.7876560566934131,XGBoost,60
DDD2013B,0.6053639846743295,0.9310996762690965,0.7646096453567717,SVM,60
GGG2013J,0.5863874554634094,1.2748284339904785,0.7955237030982971,CNN,60
GGG2013J,0.6230366492146597,1.9589169800990363,0.7649736318657442,KNN,60
GGG2013J,0.6073298429319371,0.9483947644022216,0.7694254238652637,FOR,60
GGG2013J,0.6492146596858639,1.3433076625879545,0.7468639923124,XGBoost,60
GGG2013J,0.5863874345549738,0.9969971922195499,0.7466159089249982,SVM,60
GGG2014J,0.4399999976158142,1.43628990650177,0.6916888952255249,CNN,60
GGG2014J,0.5266666666666666,2.1886251047087715,0.7372873553240741,KNN,60
GGG2014J,0.5866666666666667,1.2058595033193884,0.7853814236111111,FOR,60
GGG2014J,0.4866666666666667,1.3572010181613485,0.7450112847222222,XGBoost,60
GGG2014J,0.5,1.0563603320334392,0.7606688078703704,SVM,60
EEE2013J,0.6398104429244995,1.1489237546920776,0.8244087100028992,CNN,60
EEE2013J,0.6919431279620853,1.5660856243995176,0.8286189774879024,KNN,60
EEE2013J,0.6255924170616114,0.8325452643733906,0.8248122589241883,FOR,60
EEE2013J,0.6492890995260664,1.3372420301775605,0.7749093905603478,XGBoost,60
EEE2013J,0.6255924170616114,0.8916430912079059,0.8094449996493442,SVM,60
AAA2013J,0.6883116960525513,1.1756662130355835,0.8479788303375244,CNN,60
AAA2013J,0.6493506493506493,3.1254912237859283,0.6999643874643874,KNN,60
AAA2013J,0.7662337662337663,1.1462684673896886,0.7654246794871794,FOR,60
AAA2013J,0.6493506493506493,1.3305094550005199,0.6537274453941121,XGBoost,60
AAA2013J,0.6753246753246753,0.8147404850978696,0.7292853751187085,SVM,60
BBB2013B,0.5367231369018555,1.680752158164978,0.7557893395423889,CNN,60
BBB2013B,0.5508474576271186,2.6285300042573447,0.7078470050991506,KNN,60
BBB2013B,0.5847457627118644,0.9478089456274642,0.7929985587093071,FOR,60
BBB2013B,0.53954802259887,1.350256331319338,0.7303605928345558,XGBoost,60
BBB2013B,0.5734463276836158,0.9585884913515139,0.7776469624252317,SVM,60
BBB2014B,0.6068111658096313,0.994216799736023,0.8525257706642151,CNN,60
BBB2014B,0.6253869969040248,1.1423860075186834,0.8321204892811496,KNN,60
BBB2014B,0.6377708978328174,0.823879845606442,0.8297457091264802,FOR,60
BBB2014B,0.6377708978328174,1.3374852011812037,0.8178747136263659,XGBoost,60
BBB2014B,0.6099071207430341,0.8851744527579041,0.79837097216556,SVM,60
BBB2014J,0.6339869499206543,1.716219425201416,0.8112042546272278,CNN,60
BBB2014J,0.6078431372549019,1.9244384938059196,0.774051373365476,KNN,60
BBB2014J,0.6601307189542484,0.9291878104619539,0.7921095861640733,FOR,60
BBB2014J,0.6753812636165577,1.3342700542615746,0.7971550515012052,XGBoost,60
BBB2014J,0.6361655773420479,0.9061130366735691,0.7869127766820075,SVM,60
GGG2014B,0.56886225938797,1.3225752115249634,0.7320687770843506,CNN,60
GGG2014B,0.5688622754491018,1.609251677408806,0.742014472455649,KNN,60
GGG2014B,0.5508982035928144,1.1977555019807204,0.7558828916181858,FOR,60
GGG2014B,0.5568862275449101,1.3535129758116937,0.7449192882281118,XGBoost,60
GGG2014B,0.5149700598802395,1.0404506811383765,0.7697718702865761,SVM,60
DDD2014J,0.673130214214325,0.8832221031188965,0.8667162656784058,CNN,70
DDD2014J,0.6620498614958449,1.6892660155658152,0.770776496368257,KNN,70
DDD2014J,0.6426592797783933,0.8404827834105068,0.7911496398779839,FOR,70
DDD2014J,0.6925207756232687,1.3326809939967934,0.7865266163463183,XGBoost,70
DDD2014J,0.6481994459833795,0.8577769774687534,0.7935979847442378,SVM,70
AAA2014J,0.6438356041908264,0.9272907972335815,0.864514946937561,CNN,70
AAA2014J,0.6712328767123288,2.1424712735815574,0.7178372352285396,KNN,70
AAA2014J,0.7123287671232876,0.8589324008943824,0.7574476650563607,FOR,70
AAA2014J,0.684931506849315,1.3350789665872052,0.6839960361699492,XGBoost,70
AAA2014J,0.6712328767123288,0.9518895213878944,0.6768239811718072,SVM,70
BBB2013J,0.6584821343421936,0.8978615403175354,0.8766608238220215,CNN,70
BBB2013J,0.65625,1.337129610010938,0.7958361211086502,KNN,70
BBB2013J,0.6852678571428571,0.7800078242643486,0.8120639643338287,FOR,70
BBB2013J,0.65625,1.3328669000771476,0.8118625809662632,XGBoost,70
BBB2013J,0.6696428571428571,0.7844377778925578,0.8219705159361167,SVM,70
CCC2014B,0.6494845151901245,1.0800127983093262,0.8417771458625793,CNN,70
CCC2014B,0.6211340206185567,2.1460515921764483,0.7784552342850216,KNN,70
CCC2014B,0.6804123711340206,0.7813450652711539,0.8345576493705926,FOR,70
CCC2014B,0.6726804123711341,1.3329329992448633,0.797930780343901,XGBoost,70
CCC2014B,0.6649484536082474,0.8230050918314723,0.8203956577963671,SVM,70
CCC2014J,0.6499999761581421,0.8751290440559387,0.8681060075759888,CNN,70
CCC2014J,0.598,1.7890330502948517,0.7602814610530674,KNN,70
CCC2014J,0.668,0.7981938920364264,0.8152083110964995,FOR,70
CCC2014J,0.658,1.3353015226825495,0.7807126609863192,XGBoost,70
CCC2014J,0.648,0.841241491738548,0.8064972392805793,SVM,70
DDD2013J,0.6701030731201172,0.9263035655021667,0.8561174273490906,CNN,70
DDD2013J,0.6056701030927835,1.5890124258032456,0.771414782363248,KNN,70
DDD2013J,0.6932989690721649,0.7808828236110105,0.8162234854518423,FOR,70
DDD2013J,0.6649484536082474,1.3347616308308923,0.811862141917933,XGBoost,70
DDD2013J,0.6649484536082474,0.8060353601882646,0.8308816599672681,SVM,70
DDD2014B,0.6056910753250122,0.9892032146453857,0.8301330804824829,CNN,70
DDD2014B,0.5650406504065041,3.275589244637351,0.750278071520631,KNN,70
DDD2014B,0.6788617886178862,0.8137813535624591,0.8573854978244858,FOR,70
DDD2014B,0.6056910569105691,1.3420179290002416,0.7884819036232726,XGBoost,70
DDD2014B,0.6382113821138211,0.832487685345672,0.8405259450646355,SVM,70
EEE2014B,0.597122311592102,1.3158773183822632,0.7810240983963013,CNN,70
EEE2014B,0.6906474820143885,1.200584281299076,0.8527501564155698,KNN,70
EEE2014B,0.6762589928057554,0.7050332018919048,0.8768486873750033,FOR,70
EEE2014B,0.5971223021582733,1.3380816745974156,0.7899765647885948,XGBoost,70
EEE2014B,0.6690647482014388,0.7211953412207941,0.8673305739095213,SVM,70
EEE2014J,0.651260495185852,1.9365190267562866,0.8549065589904785,CNN,70
EEE2014J,0.6428571428571429,1.325296835579611,0.8265203751883301,KNN,70
EEE2014J,0.6932773109243697,0.6994674578474982,0.8584582526798572,FOR,70
