course,accuracy,loss,auc,model,stage
FFF2014B,0.49666666666666665,1.8555562310829532,0.7191252358830704,KNN,20
FFF2014B,0.55,1.0153637367656931,0.7715986241783814,FOR,20
FFF2014B,0.5166666666666667,1.3584142748639203,0.7195892945751782,XGBoost,20
FFF2014B,0.57,1.0329178480709493,0.7812727735123275,SVM,20
FFF2014J,0.5771670341491699,1.0482507944107056,0.8037753105163574,CNN,20
FFF2014J,0.5665961945031712,1.5812128358216102,0.7258715172799985,KNN,20
FFF2014J,0.5623678646934461,1.0300530438890447,0.7422184519631009,FOR,20
FFF2014J,0.5708245243128964,1.3495336792883532,0.7480808986532709,XGBoost,20
FFF2014J,0.5687103594080338,1.0372938788754817,0.7543104798159642,SVM,20
DDD2013B,0.524904191493988,1.1617703437805176,0.7615296840667725,CNN,20
DDD2013B,0.4942528735632184,2.082268341643995,0.6754483742630294,KNN,20
DDD2013B,0.5402298850574713,1.022419071715631,0.7303563560747467,FOR,20
DDD2013B,0.5057471264367817,1.355195332145071,0.6781097919747344,XGBoost,20
DDD2013B,0.5210727969348659,1.0369363074206295,0.7259111817301473,SVM,20
GGG2013J,0.47643980383872986,1.3270989656448364,0.7245323657989502,CNN,20
GGG2013J,0.44502617801047123,1.878468242512439,0.5759889265604948,KNN,20
GGG2013J,0.4712041884816754,1.1744731151264503,0.6214256675993033,FOR,20
GGG2013J,0.43455497382198954,1.3669572374255563,0.596434634931096,XGBoost,20
GGG2013J,0.4869109947643979,1.163791584078458,0.5953478523091115,SVM,20
GGG2014J,0.4333333373069763,1.3661108016967773,0.6463703513145447,CNN,20
GGG2014J,0.36,2.876002192329176,0.5872317708333333,KNN,20
GGG2014J,0.4533333333333333,1.2672051141671787,0.6189409432870371,FOR,20
GGG2014J,0.44,1.3739019882685188,0.5559142939814815,XGBoost,20
GGG2014J,0.43333333333333335,1.2765570744502286,0.5951212384259259,SVM,20
EEE2013J,0.5734597444534302,1.1033844947814941,0.7896124124526978,CNN,20
EEE2013J,0.6161137440758294,2.2560486679095697,0.7228556701030927,KNN,20
EEE2013J,0.6018957345971564,1.0440588446888621,0.7208062188793042,FOR,20
EEE2013J,0.5639810426540285,1.3536119261699697,0.6960629427028544,XGBoost,20
EEE2013J,0.5971563981042654,1.0450037161368109,0.709275527736868,SVM,20
AAA2013J,0.701298713684082,1.0886415243148804,0.8336144685745239,CNN,20
AAA2013J,0.6103896103896104,2.2104651873777823,0.6375014838556505,KNN,20
AAA2013J,0.7012987012987013,1.3088822230021984,0.6752730294396961,FOR,20
AAA2013J,0.6883116883116883,1.3336686444273336,0.5942248338081672,XGBoost,20
AAA2013J,0.6753246753246753,0.9011888841913345,0.6751839981006649,SVM,20
BBB2013B,0.4717514216899872,1.3866379261016846,0.6766733527183533,CNN,20
BBB2013B,0.4661016949152542,2.0929923930423455,0.6654830529174398,KNN,20
BBB2013B,0.5084745762711864,1.1352237047160667,0.7006460605670558,FOR,20
BBB2013B,0.4548022598870056,1.364587334484906,0.6646336558890542,XGBoost,20
BBB2013B,0.5,1.1368934549832632,0.7046358817158014,SVM,20
BBB2014B,0.5479876399040222,1.1478326320648193,0.7791824340820312,CNN,20
BBB2014B,0.5046439628482973,1.5145737795165288,0.6947037945633698,KNN,20
BBB2014B,0.5201238390092879,1.0817738019396688,0.7163517922011416,FOR,20
BBB2014B,0.5386996904024768,1.3552624101678992,0.7368635350240114,XGBoost,20
BBB2014B,0.5170278637770898,1.1024089421072572,0.7286792143526929,SVM,20
BBB2014J,0.5403050184249878,1.5771015882492065,0.7487472295761108,CNN,20
BBB2014J,0.5294117647058824,2.091296996244491,0.6834124662137482,KNN,20
BBB2014J,0.579520697167756,1.0553016638726704,0.6966466140696911,FOR,20
BBB2014J,0.5490196078431373,1.3525764424041709,0.7075936883629191,XGBoost,20
BBB2014J,0.5860566448801743,1.0667823225750293,0.6799694097450507,SVM,20
GGG2014B,0.4371257424354553,1.2714135646820068,0.7034673690795898,CNN,20
GGG2014B,0.4251497005988024,2.233668063724465,0.6284766214177978,KNN,20
GGG2014B,0.38323353293413176,1.4440416807560705,0.6149270092652445,FOR,20
GGG2014B,0.437125748502994,1.36931180722657,0.6376467894850247,XGBoost,20
GGG2014B,0.4550898203592814,1.2068095486876202,0.660405982905983,SVM,20
DDD2014J,0.623268723487854,1.0441410541534424,0.8094921708106995,CNN,30
DDD2014J,0.5844875346260388,1.7725556096212443,0.7523357949967036,KNN,30
DDD2014J,0.5983379501385041,0.963848006542424,0.7572316512221327,FOR,30
DDD2014J,0.5983379501385041,1.345933283461759,0.7248979306014963,XGBoost,30
DDD2014J,0.6398891966759003,0.9564847968982114,0.7693822738167017,SVM,30
AAA2014J,0.6301369667053223,1.2662012577056885,0.7156126499176025,CNN,30
AAA2014J,0.6575342465753424,2.699827249329709,0.6442927040753127,KNN,30
AAA2014J,0.6027397260273972,1.114934632214622,0.605485878855444,FOR,30
AAA2014J,0.5753424657534246,1.3454076337978256,0.6354050538833147,XGBoost,30
AAA2014J,0.6301369863013698,1.055958324775373,0.5594729344729344,SVM,30
BBB2013J,0.5691964030265808,1.1637089252471924,0.7803299427032471,CNN,30
BBB2013J,0.5446428571428571,2.2413996317021154,0.6967580948516026,KNN,30
BBB2013J,0.5870535714285714,1.0110389864296323,0.7329361978550447,FOR,30
BBB2013J,0.5848214285714286,1.3490970974350296,0.7433268645114576,XGBoost,30
BBB2013J,0.5647321428571429,1.0459187212622827,0.7187279255520534,SVM,30
CCC2014B,0.5798969268798828,1.2293882369995117,0.7842613458633423,CNN,30
CCC2014B,0.5824742268041238,2.1587842529190273,0.7498332802933868,KNN,30
CCC2014B,0.6262886597938144,0.957158244597468,0.7861562531571397,FOR,30
CCC2014B,0.5747422680412371,1.3476132768039093,0.7454963831807803,XGBoost,30
CCC2014B,0.6030927835051546,0.9535951679535207,0.7878495484027398,SVM,30
CCC2014J,0.5720000267028809,1.7269622087478638,0.7524601221084595,CNN,30
CCC2014J,0.55,1.8471876079425105,0.6996638986691366,KNN,30
CCC2014J,0.588,0.9866408067242918,0.7587624977934726,FOR,30
CCC2014J,0.57,1.3500699038706094,0.7345589322682669,XGBoost,30
CCC2014J,0.582,1.0003849081430531,0.753788851311939,SVM,30
DDD2013J,0.5850515365600586,1.0419672727584839,0.8092362880706787,CNN,30
DDD2013J,0.5798969072164949,1.6681539936752432,0.7053175255248644,KNN,30
DDD2013J,0.5850515463917526,0.969192871743957,0.7610891441635589,FOR,30
DDD2013J,0.5618556701030928,1.3497379381372563,0.738794406939265,XGBoost,30
DDD2013J,0.5824742268041238,0.9853631848086652,0.773150325756298,SVM,30
DDD2014B,0.5243902206420898,1.23734712600708,0.7576370239257812,CNN,30
DDD2014B,0.573170731707317,1.4208413698374773,0.7537474168798574,KNN,30
DDD2014B,0.5609756097560976,0.9947044750991075,0.7823637623674826,FOR,30
DDD2014B,0.5853658536585366,1.3527029326871012,0.7575403336192027,XGBoost,30
DDD2014B,0.5528455284552846,1.0147342009353448,0.7831890813661646,SVM,30
EEE2014B,0.5755395889282227,1.0920660495758057,0.7976899147033691,CNN,30
EEE2014B,0.5827338129496403,1.6356155547219275,0.7895322722390392,KNN,30
EEE2014B,0.6115107913669064,0.9347388913389788,0.8042167106076881,FOR,30
EEE2014B,0.5539568345323741,1.3492411385409984,0.781243784063333,XGBoost,30
EEE2014B,0.5899280575539568,0.9548759562344026,0.7958716235032024,SVM,30
EEE2014J,0.5378151535987854,1.2895394563674927,0.7417349219322205,CNN,30
EEE2014J,0.5966386554621849,1.8146550346522095,0.7478927772317733,KNN,30
EEE2014J,0.6302521008403361,0.938981004370756,0.7810992112588927,FOR,30
EEE2014J,0.5840336134453782,1.3486479889227783,0.7567229453319099,XGBoost,30
EEE2014J,0.6386554621848739,0.9308037631556364,0.7932939856619737,SVM,30
FFF2013B,0.5696594715118408,1.7511909008026123,0.7847148180007935,CNN,30
FFF2013B,0.5479876160990712,1.285748934688402,0.7640671990965121,KNN,30
FFF2013B,0.5603715170278638,0.9893493570686127,0.7817993220323359,FOR,30
FFF2013B,0.5572755417956656,1.351830490823817,0.7612940688684545,XGBoost,30
FFF2013B,0.5727554179566563,0.9883644453760425,0.7865933328651673,SVM,30
FFF2013J,0.579868733882904,1.2269209623336792,0.7744040489196777,CNN,30
FFF2013J,0.5404814004376368,1.7556565084384972,0.7499994789234271,KNN,30
FFF2013J,0.5733041575492341,0.9910099843880754,0.7774549488141721,FOR,30
FFF2013J,0.5295404814004376,1.3548736148258995,0.7293406434992195,XGBoost,30
FFF2013J,0.5754923413566739,0.9954747718262725,0.7831249356330262,SVM,30
FFF2014B,0.5366666913032532,1.2787034511566162,0.7698037028312683,CNN,30
FFF2014B,0.5266666666666666,1.1142859346713205,0.7762011729173643,KNN,30
FFF2014B,0.5533333333333333,0.9596296472913098,0.805514637583384,FOR,30
FFF2014B,0.54,1.3533790194133406,0.7527709335021587,XGBoost,30
FFF2014B,0.5666666666666667,1.0016955693578211,0.7868828337419528,SVM,30
FFF2014J,0.6194503307342529,1.145819902420044,0.8206834197044373,CNN,30
FFF2014J,0.5856236786469344,1.9306920805868233,0.7695428008403677,KNN,30
FFF2014J,0.6490486257928119,0.90675308657133,0.801172522449209,FOR,30
FFF2014J,0.6215644820295984,1.3435922450969833,0.7729091804675162,XGBoost,30
FFF2014J,0.6194503171247357,0.9520374804113326,0.7817266318707056,SVM,30
DDD2013B,0.5823754668235779,1.1470670700073242,0.7841732501983643,CNN,30
DDD2013B,0.5555555555555556,1.6612854029700692,0.7014709760758611,KNN,30
DDD2013B,0.6015325670498084,0.9610414377632376,0.7584110094885957,FOR,30
DDD2013B,0.5517241379310345,1.3533629400708043,0.6837182081434955,XGBoost,30
DDD2013B,0.5823754789272031,0.9886752277238082,0.7546336565733117,SVM,30
GGG2013J,0.4921466112136841,1.2478326559066772,0.7252999544143677,CNN,30
GGG2013J,0.5078534031413613,2.191665121567775,0.6239613586884959,KNN,30
GGG2013J,0.49214659685863876,1.3257102410123285,0.6437736399845265,FOR,30
GGG2013J,0.5078534031413613,1.3621594653809501,0.5964107987995119,XGBoost,30
GGG2013J,0.4712041884816754,1.1610901949066377,0.5970135672361413,SVM,30
GGG2014J,0.4266666769981384,1.3588515520095825,0.6432148218154907,CNN,30
GGG2014J,0.38666666666666666,2.016804246093696,0.5779845775462963,KNN,30
GGG2014J,0.36666666666666664,1.3281095060176766,0.5906080729166666,FOR,30
GGG2014J,0.38,1.3728759467719878,0.5690420717592592,XGBoost,30
GGG2014J,0.4066666666666667,1.2517398522479992,0.6469093171296297,SVM,30
EEE2013J,0.6113743782043457,1.1768100261688232,0.7844201326370239,CNN,30
EEE2013J,0.6255924170616114,2.3747431556072347,0.7373184129321831,KNN,30
EEE2013J,0.5924170616113744,1.0237751848112728,0.7476647555929588,FOR,30
EEE2013J,0.6018957345971564,1.3471299368364968,0.726129462094116,XGBoost,30
EEE2013J,0.5971563981042654,1.0315280211804403,0.7321335822988989,SVM,30
AAA2013J,0.701298713684082,1.0916377305984497,0.8321808576583862,CNN,30
AAA2013J,0.6233766233766234,2.267004964718042,0.6252893518518517,KNN,30
AAA2013J,0.7012987012987013,0.8194745643416996,0.7487238841405507,FOR,30
AAA2013J,0.6103896103896104,1.3423231317541728,0.5900551994301995,XGBoost,30
AAA2013J,0.6753246753246753,0.9035666960151268,0.7002166429249764,SVM,30
BBB2013B,0.5282486081123352,1.3416566848754883,0.7371790409088135,CNN,30
BBB2013B,0.5112994350282486,2.4432695610214155,0.6762000092486863,KNN,30
BBB2013B,0.5338983050847458,1.0852474919456134,0.7197169049694375,FOR,30
BBB2013B,0.519774011299435,1.3583003059166099,0.7198095153403571,XGBoost,30
BBB2013B,0.5169491525423728,1.0891393189310856,0.7193978486612282,SVM,30
BBB2014B,0.5603715181350708,1.2625893354415894,0.7482930421829224,CNN,30
BBB2014B,0.5479876160990712,1.43370580567741,0.7320659705949516,KNN,30
BBB2014B,0.5727554179566563,1.0037048586762432,0.7516853038284811,FOR,30
BBB2014B,0.5975232198142415,1.3483273753165084,0.7803256778676452,XGBoost,30
BBB2014B,0.56656346749226,1.029844454663884,0.7541264116741401,SVM,30
BBB2014J,0.6122004389762878,1.0698548555374146,0.8041051030158997,CNN,30
BBB2014J,0.5816993464052288,1.8554690104321163,0.7227861330265176,KNN,30
BBB2014J,0.6230936819172114,0.959587432837923,0.7507628205128204,FOR,30
BBB2014J,0.599128540305011,1.3455970279391918,0.7510349733362555,XGBoost,30
BBB2014J,0.6252723311546841,0.985953204810348,0.7396442399006501,SVM,30
GGG2014B,0.4371257424354553,1.279018521308899,0.7066047191619873,CNN,30
GGG2014B,0.47904191616766467,2.6277890652419384,0.6251510540113482,KNN,30
GGG2014B,0.40119760479041916,1.194348212875621,0.661244882568412,FOR,30
GGG2014B,0.4550898203592814,1.364989857686113,0.6961594124829419,XGBoost,30
GGG2014B,0.437125748502994,1.1707791267541376,0.6847868634633341,SVM,30
DDD2014J,0.6121883392333984,0.982826828956604,0.8276051878929138,CNN,40
DDD2014J,0.590027700831025,1.6637783123837042,0.7629765782163043,KNN,40
DDD2014J,0.6371191135734072,0.9229318927114,0.7722618235913966,FOR,40
DDD2014J,0.590027700831025,1.345317763665532,0.7210814777822231,XGBoost,40
DDD2014J,0.6177285318559557,0.947043714839722,0.775915272948915,SVM,40
AAA2014J,0.6301369667053223,1.2683978080749512,0.7967411279678345,CNN,40
AAA2014J,0.6575342465753424,3.1492183416660167,0.6284869317478012,KNN,40
AAA2014J,0.6301369863013698,1.4443247228938747,0.6319459928155581,FOR,40
AAA2014J,0.6164383561643836,1.3422733702366054,0.6031617738139478,XGBoost,40
AAA2014J,0.6301369863013698,1.0253898230752954,0.6059736157562244,SVM,40
BBB2013J,0.5982142686843872,1.0114614963531494,0.8207509517669678,CNN,40
BBB2013J,0.5758928571428571,1.8936506627182754,0.7247243794821313,KNN,40
BBB2013J,0.5959821428571429,0.9845375850790229,0.7359760072865694,FOR,40
BBB2013J,0.6138392857142857,1.3469049495717764,0.7504228012512896,XGBoost,40
BBB2013J,0.5892857142857143,1.0115075611620514,0.7398535104179484,SVM,40
CCC2014B,0.6056700944900513,1.2571475505828857,0.8332979083061218,CNN,40
CCC2014B,0.5902061855670103,2.205651976788042,0.7575555631326907,KNN,40
CCC2014B,0.6056701030927835,0.9251941493442946,0.7882712437614919,FOR,40
CCC2014B,0.6108247422680413,1.3422001065242828,0.7632028298074397,XGBoost,40
CCC2014B,0.6082474226804123,0.9251513875591042,0.7971112171910044,SVM,40
CCC2014J,0.578000009059906,1.0338767766952515,0.8204366564750671,CNN,40
